Title:,"Time Series, Area-Averaged of Combined Dark Target and Deep Blue AOD at 0.55 micron for land and (daily)"
11/6/2005,0.122127231
11/7/2005,0.121117361
11/8/2005,0.095505403
11/9/2005,0.092271732
11/10/2005,0.107682611
11/11/2005,0.140470014
11/12/2005,0.09802464
11/13/2005,0.115196784
11/14/2005,0.228105891
11/15/2005,0.132212174
11/16/2005,0.149860928
11/17/2005,0.080249074
11/18/2005,0.130261762
11/19/2005,0.035525878
11/20/2005,0.103955904
11/21/2005,0.073622757
11/22/2005,0.120857395
11/23/2005,0.188438445
11/24/2005,0.163862797
11/25/2005,0.104164295
11/26/2005,0.081109613
11/27/2005,0.06621565
11/28/2005,0.098407407
11/29/2005,0.108271794
11/30/2005,0.154630188
12/1/2005,0.13653693
12/2/2005,0.159509828
12/3/2005,0.128335809
12/4/2005,0.116706174
12/5/2005,0.172164461
12/6/2005,0.169939091
12/7/2005,0.09504458
12/8/2005,0.108535646
12/9/2005,0.124101264
12/10/2005,0.067107101
12/11/2005,0.116075269
12/12/2005,0.046490587
12/13/2005,0.047485996
12/14/2005,0.041239982
12/15/2005,0.078666658
12/16/2005,0.053480587
12/17/2005,0.050422645
12/18/2005,0.085921105
12/19/2005,0.070877224
12/20/2005,0.061133804
12/21/2005,0.051075807
12/22/2005,0.074413923
12/23/2005,0.056394114
12/24/2005,0.112668529
12/25/2005,0.123120063
12/26/2005,0.096717975
12/27/2005,0.113291933
12/28/2005,0.07465282
12/29/2005,0.068186876
12/30/2005,0.062805638
12/31/2005,0.065224665
1/1/2006,0.10545735
1/2/2006,0.101115962
1/3/2006,0.08176532
1/4/2006,0.080282312
1/5/2006,0.084350352
1/6/2006,0.075591383
1/7/2006,0.105346778
1/8/2006,0.093031993
1/9/2006,0.126653849
1/10/2006,0.147532753
1/11/2006,0.173533692
1/12/2006,0.070512093
1/13/2006,0.08046832
1/14/2006,0.072928845
1/15/2006,0.095314553
1/16/2006,0.166665309
1/17/2006,0.088792368
1/18/2006,0.082012903
1/19/2006,0.051072936
1/20/2006,0.099357452
1/21/2006,0.111415654
1/22/2006,0.075100752
1/23/2006,0.094614192
1/24/2006,0.096798489
1/25/2006,0.08776109
1/26/2006,0.069318537
1/27/2006,0.07788466
1/28/2006,0.072719815
1/29/2006,0.176784661
1/30/2006,0.168565737
1/31/2006,0.290932947
2/1/2006,0.197586083
2/2/2006,0.179300917
2/3/2006,0.089179746
2/4/2006,0.099947077
2/5/2006,0.094545772
2/6/2006,0.085738013
2/7/2006,0.077927891
2/8/2006,0.114896448
2/9/2006,0.186541826
2/10/2006,0.111248209
2/11/2006,0.148856815
2/12/2006,0.124714244
2/13/2006,0.124638156
2/14/2006,0.178030178
2/15/2006,0.216531693
2/16/2006,0.11192225
2/17/2006,0.131110252
2/18/2006,0.085212456
2/19/2006,0.149571551
2/20/2006,0.156240795
2/21/2006,0.0859322
2/22/2006,0.082618908
2/23/2006,0.078902315
2/24/2006,0.156894161
2/25/2006,0.273026927
2/26/2006,0.155901032
2/27/2006,0.412430856
2/28/2006,0.276453157
3/1/2006,0.23813066
3/2/2006,0.219719065
3/3/2006,0.221573842
3/4/2006,0.238631798
3/5/2006,0.19631187
3/6/2006,0.206903495
3/7/2006,0.113778489
3/8/2006,0.205504654
3/9/2006,0.156640019
3/10/2006,0.137057694
3/11/2006,0.0374775
3/12/2006,0.087717225
3/13/2006,0.078833253
3/14/2006,0.081894376
3/15/2006,0.108722398
3/16/2006,0.054181947
3/17/2006,0.100937424
3/18/2006,0.076452991
3/19/2006,0.10326611
3/20/2006,0.072399593
3/21/2006,0.084866074
3/22/2006,0.141441509
3/23/2006,0.124509938
3/24/2006,0.285981585
3/25/2006,0.155182037
3/26/2006,0.051001396
3/27/2006,0.059739779
3/28/2006,0.072297573
3/29/2006,0.070628257
3/30/2006,0.082541129
3/31/2006,0.092492979
4/1/2006,0.083494992
4/2/2006,0.060259832
4/3/2006,0.131904046
4/4/2006,0.139845278
4/5/2006,0.19087731
4/6/2006,0.099108921
4/7/2006,0.175651427
4/8/2006,0.106917766
4/9/2006,0.118675337
4/10/2006,0.133773198
4/11/2006,0.080614229
4/12/2006,0.15075701
4/13/2006,0.099869547
4/14/2006,0.111993522
4/15/2006,0.109810955
4/16/2006,0.144021617
4/17/2006,0.119699798
4/18/2006,0.131928465
4/19/2006,0.135579489
4/20/2006,0.098595276
4/21/2006,0.112071154
4/22/2006,0.146081351
4/23/2006,0.070703836
4/24/2006,0.096268578
4/25/2006,0.127214261
4/26/2006,0.125768294
4/27/2006,0.115293099
4/28/2006,0.141809879
4/29/2006,0.117523057
4/30/2006,0.098519363
5/1/2006,0.142561663
5/2/2006,0.249000012
5/3/2006,0.116698122
5/4/2006,0.11999899
5/5/2006,0.106289835
5/6/2006,0.083690484
5/7/2006,0.122491054
5/8/2006,0.093311637
5/9/2006,0.192788306
5/10/2006,0.152872009
5/11/2006,0.125916839
5/12/2006,0.200122262
5/13/2006,0.130362392
5/14/2006,0.112318313
5/15/2006,0.155066582
5/16/2006,0.140099758
5/17/2006,0.182949626
5/18/2006,0.074351619
5/19/2006,0.076968677
5/20/2006,0.069665609
5/21/2006,0.06475447
5/22/2006,0.072023701
5/23/2006,0.068735463
5/24/2006,0.104395039
5/25/2006,0.07581682
5/26/2006,0.114689773
5/27/2006,0.087027471
5/28/2006,0.266447329
5/29/2006,0.249992082
5/30/2006,0.35711094
5/31/2006,0.274197537
6/1/2006,0.284625398
6/2/2006,0.270273826
6/3/2006,0.321794738
6/4/2006,0.308051157
6/5/2006,0.294709385
6/6/2006,0.191610879
6/7/2006,0.125725252
6/8/2006,0.111764083
6/9/2006,0.17330297
6/10/2006,0.175516337
6/11/2006,0.14594145
6/12/2006,0.112667764
6/13/2006,0.221381674
6/14/2006,0.274858437
6/15/2006,0.193970594
6/16/2006,0.208549618
6/17/2006,0.239796201
6/18/2006,0.291196278
6/19/2006,0.168401363
6/20/2006,0.151637023
6/21/2006,0.135869218
6/22/2006,0.142340034
6/23/2006,0.225106477
6/24/2006,0.350568374
6/25/2006,0.302813193
6/26/2006,0.391434509
6/27/2006,0.301561294
6/28/2006,0.306695192
6/29/2006,0.239840189
6/30/2006,0.243794871
7/1/2006,0.305815451
7/2/2006,0.313094528
7/3/2006,0.253966764
7/4/2006,0.169871834
7/5/2006,0.261509169
7/6/2006,0.283106366
7/7/2006,0.3527754
7/8/2006,0.35269542
7/9/2006,0.303309282
7/10/2006,0.286527088
7/11/2006,0.363935344
7/12/2006,0.388349255
7/13/2006,0.266836821
7/14/2006,0.220178568
7/15/2006,0.29538666
7/16/2006,0.248287946
7/17/2006,0.187727713
7/18/2006,0.220220962
7/19/2006,0.193322941
7/20/2006,0.234552145
7/21/2006,0.310023462
7/22/2006,0.366272035
7/23/2006,0.284984827
7/24/2006,0.266529068
7/25/2006,0.222272067
7/26/2006,0.22395273
7/27/2006,0.259878337
7/28/2006,0.32408092
7/29/2006,0.184241702
7/30/2006,#NAME?
7/31/2006,0.164957568
8/1/2006,0.223784322
8/2/2006,0.187286917
8/3/2006,0.261177707
8/4/2006,0.387697268
8/5/2006,#NAME?
8/6/2006,-9999
8/7/2006,0.2825359
8/8/2006,0.175154309
8/9/2006,0.198009415
8/10/2006,0.115947775
8/11/2006,0.094800092
8/12/2006,0.083567913
8/13/2006,0.064617197
8/14/2006,0.117133887
8/15/2006,0.082152065
8/16/2006,0.102867808
8/17/2006,0.166496678
8/18/2006,0.138993288
8/19/2006,0.12379696
8/20/2006,0.128713094
8/21/2006,0.186584679
8/22/2006,0.215633374
8/23/2006,0.183590005
8/24/2006,0.194343868
8/25/2006,0.21529371
8/26/2006,0.334374422
8/27/2006,0.123770461
8/28/2006,0.129319736
8/29/2006,0.116949177
8/30/2006,0.155870146
8/31/2006,0.11125088
9/1/2006,0.106271489
9/2/2006,0.150696999
9/3/2006,0.130044642
9/4/2006,0.066374834
9/5/2006,0.092025382
9/6/2006,0.1455951
9/7/2006,0.205068792
9/8/2006,0.175111202
9/9/2006,0.188976101
9/10/2006,0.1529733
9/11/2006,0.179729075
9/12/2006,0.151272067
9/13/2006,0.152287086
9/14/2006,0.170387838
9/15/2006,0.152873775
9/16/2006,0.127333443
9/17/2006,0.138195212
9/18/2006,0.14056794
9/19/2006,0.171104902
9/20/2006,0.179328949
9/21/2006,0.143459613
9/22/2006,0.120331089
9/23/2006,0.169007822
9/24/2006,0.167260296
9/25/2006,0.138411964
9/26/2006,0.116876209
9/27/2006,0.133546819
9/28/2006,0.091488682
9/29/2006,0.128539543
9/30/2006,0.087937847
10/1/2006,0.150816317
10/2/2006,0.082283409
10/3/2006,0.074718442
10/4/2006,0.108092067
10/5/2006,0.067965643
10/6/2006,0.135831592
10/7/2006,0.110067549
10/8/2006,0.126277503
10/9/2006,0.126490024
10/10/2006,0.150294398
10/11/2006,0.220582567
10/12/2006,0.189454382
10/13/2006,0.080063418
10/14/2006,0.121041409
10/15/2006,0.107585501
10/16/2006,0.161392909
10/17/2006,0.153597196
10/18/2006,0.052696877
10/19/2006,0.149563454
10/20/2006,0.155200007
10/21/2006,0.142163499
10/22/2006,0.168159118
10/23/2006,0.069277138
10/24/2006,0.117061924
10/25/2006,0.151683231
10/26/2006,0.10210195
10/27/2006,0.084748968
10/28/2006,0.094037686
10/29/2006,0.162057663
10/30/2006,0.109172043
10/31/2006,0.104908038
11/1/2006,0.2515595
11/2/2006,0.135004744
11/3/2006,0.110583235
11/4/2006,0.175308574
11/5/2006,0.168010147
11/6/2006,0.191201071
11/7/2006,0.1668361
11/8/2006,0.177887082
11/9/2006,0.091283216
11/10/2006,0.114048199
11/11/2006,0.171573554
11/12/2006,0.173800008
11/13/2006,0.172648925
11/14/2006,0.118972255
11/15/2006,0.119849569
11/16/2006,0.128002646
11/17/2006,0.078382907
11/18/2006,0.266521788
11/19/2006,0.166133892
11/20/2006,0.106406568
11/21/2006,0.097674364
11/22/2006,0.165098912
11/23/2006,0.176333145
11/24/2006,0.110794077
11/25/2006,0.151741787
11/26/2006,0.066153451
11/27/2006,0.107138037
11/28/2006,0.206878634
11/29/2006,0.157551194
11/30/2006,0.180944509
12/1/2006,0.136385636
12/2/2006,0.126062906
12/3/2006,0.08347878
12/4/2006,0.109014732
12/5/2006,0.098544419
12/6/2006,0.214826109
12/7/2006,0.148394968
12/8/2006,0.194321619
12/9/2006,0.18815481
12/10/2006,0.172061239
12/11/2006,0.155803462
12/12/2006,0.171003993
12/13/2006,0.26631258
12/14/2006,0.221924407
12/15/2006,0.192528505
12/16/2006,0.150687659
12/17/2006,0.160702801
12/18/2006,0.142763905
12/19/2006,0.149496925
12/20/2006,0.209796444
12/21/2006,0.168137477
12/22/2006,0.244684563
12/23/2006,0.264717358
12/24/2006,0.271486097
12/25/2006,0.313925523
12/26/2006,0.257903335
12/27/2006,0.274572602
12/28/2006,0.201542742
12/29/2006,0.229991836
12/30/2006,0.259086688
12/31/2006,0.265699719
1/1/2007,0.174502813
1/2/2007,0.15565718
1/3/2007,0.228336805
1/4/2007,0.179889709
1/5/2007,0.132280421
1/6/2007,0.149910224
1/7/2007,0.11799202
1/8/2007,0.127374851
1/9/2007,0.083121796
1/10/2007,0.091140338
1/11/2007,0.103620161
1/12/2007,0.156094475
1/13/2007,0.16656378
1/14/2007,0.249456525
1/15/2007,0.178159643
1/16/2007,0.147712475
1/17/2007,0.113554456
1/18/2007,0.152442885
1/19/2007,0.176912465
1/20/2007,0.105021145
1/21/2007,0.107463383
1/22/2007,0.077257
1/23/2007,0.131220716
1/24/2007,0.100387493
1/25/2007,0.169025214
1/26/2007,0.210206124
1/27/2007,0.121419198
1/28/2007,0.124655821
1/29/2007,0.204909979
1/30/2007,0.27224618
1/31/2007,0.258040362
2/1/2007,0.165426058
2/2/2007,0.206179558
2/3/2007,0.194659279
2/4/2007,0.235595084
2/5/2007,0.19913697
2/6/2007,0.182558478
2/7/2007,0.124788121
2/8/2007,0.094484949
2/9/2007,0.125220985
2/10/2007,0.120389036
2/11/2007,0.171145639
2/12/2007,0.169427487
2/13/2007,0.199488745
2/14/2007,0.120633914
2/15/2007,0.089746087
2/16/2007,0.096702319
2/17/2007,0.063792552
2/18/2007,0.070398016
2/19/2007,0.060511853
2/20/2007,0.060809821
2/21/2007,0.104343517
2/22/2007,0.082053772
2/23/2007,0.124940751
2/24/2007,0.150099198
2/25/2007,0.282435222
2/26/2007,0.323565519
2/27/2007,0.231325721
2/28/2007,0.446061161
3/1/2007,0.312708031
3/2/2007,0.232792229
3/3/2007,0.074445544
3/4/2007,0.069138763
3/5/2007,0.073186713
3/6/2007,0.08090997
3/7/2007,0.100826217
3/8/2007,0.151646067
3/9/2007,0.169595239
3/10/2007,0.148695911
3/11/2007,0.125040622
3/12/2007,0.077353161
3/13/2007,0.059012268
3/14/2007,0.099850701
3/15/2007,0.157895392
3/16/2007,0.145374313
3/17/2007,0.1590285
3/18/2007,0.178097068
3/19/2007,0.193994399
3/20/2007,0.202111797
3/21/2007,0.085551026
3/22/2007,0.082090529
3/23/2007,0.108854486
3/24/2007,0.067903341
3/25/2007,0.213646232
3/26/2007,0.210111193
3/27/2007,0.110357984
3/28/2007,0.071422252
3/29/2007,0.089269161
3/30/2007,0.121177092
3/31/2007,0.077970071
4/1/2007,0.147028584
4/2/2007,0.114950367
4/3/2007,0.237353375
4/4/2007,0.164643545
4/5/2007,0.161034894
4/6/2007,0.284463839
4/7/2007,0.092173202
4/8/2007,0.132686327
4/9/2007,0.188733475
4/10/2007,0.244458519
4/11/2007,0.195236806
4/12/2007,0.20907965
4/13/2007,0.215163829
4/14/2007,0.211347432
4/15/2007,0.203343139
4/16/2007,0.140848642
4/17/2007,0.180116639
4/18/2007,0.114293579
4/19/2007,0.152679266
4/20/2007,0.132223482
4/21/2007,0.119065678
4/22/2007,0.133039688
4/23/2007,0.133513878
4/24/2007,0.151816731
4/25/2007,0.205840573
4/26/2007,0.251124459
4/27/2007,0.144863758
4/28/2007,0.07611749
4/29/2007,0.046430693
4/30/2007,0.100915722
5/1/2007,0.123869112
5/2/2007,0.086549994
5/3/2007,0.10481362
5/4/2007,0.09488941
5/5/2007,0.123350194
5/6/2007,0.112737022
5/7/2007,0.089364542
5/8/2007,0.06210075
5/9/2007,0.081091783
5/10/2007,0.0964291
5/11/2007,0.131065687
5/12/2007,0.133678494
5/13/2007,0.235348363
5/14/2007,0.158504285
5/15/2007,0.180439727
5/16/2007,0.24949798
5/17/2007,0.216740491
5/18/2007,0.160044868
5/19/2007,0.13136123
5/20/2007,0.096743083
5/21/2007,0.124742045
5/22/2007,0.094031611
5/23/2007,0.084613128
5/24/2007,0.102611114
5/25/2007,0.213497628
5/26/2007,0.130466238
5/27/2007,0.17946361
5/28/2007,0.093090375
5/29/2007,0.101377614
5/30/2007,0.105722525
5/31/2007,0.158059333
6/1/2007,0.144576523
6/2/2007,0.096417608
6/3/2007,0.076507377
6/4/2007,0.118483206
6/5/2007,0.135701212
6/6/2007,0.298072354
6/7/2007,0.210185221
6/8/2007,0.272007897
6/9/2007,0.333629427
6/10/2007,0.35184237
6/11/2007,0.283862829
6/12/2007,0.20538396
6/13/2007,0.200901521
6/14/2007,0.317731003
6/15/2007,0.441481531
6/16/2007,0.440634119
6/17/2007,0.287264119
6/18/2007,0.234544147
6/19/2007,0.240567708
6/20/2007,0.447131556
6/21/2007,0.436651812
6/22/2007,0.696890521
6/23/2007,0.509140479
6/24/2007,0.453290074
6/25/2007,0.423918112
6/26/2007,0.3509381
6/27/2007,0.281055564
6/28/2007,0.260332838
6/29/2007,0.196456923
6/30/2007,0.160530821
7/1/2007,0.214967995
7/2/2007,0.424885471
7/3/2007,-9999
7/4/2007,0.415543038
7/5/2007,0.324820855
7/6/2007,0.26926926
7/7/2007,0.243094648
7/8/2007,0.142723574
7/9/2007,0.338550686
7/10/2007,0.262969428
7/11/2007,0.239213394
7/12/2007,-9999
7/13/2007,0.217556179
7/14/2007,0.275013205
7/15/2007,0.35719507
7/16/2007,0.388623691
7/17/2007,0.290521101
7/18/2007,0.228565303
7/19/2007,0.214452616
7/20/2007,0.134045744
7/21/2007,0.125862832
7/22/2007,0.155310265
7/23/2007,0.189622237
7/24/2007,0.237789277
7/25/2007,0.274781321
7/26/2007,0.311974026
7/27/2007,0.283399476
7/28/2007,0.276795719
7/29/2007,0.325461427
7/30/2007,0.301715121
7/31/2007,0.163925247
8/1/2007,0.320527484
8/2/2007,0.205913742
8/3/2007,0.192491575
8/4/2007,0.157324138
8/5/2007,0.220459147
8/6/2007,0.206352227
8/7/2007,0.228487204
8/8/2007,0.325888329
8/9/2007,0.291208767
8/10/2007,0.309606545
8/11/2007,0.46928476
8/12/2007,0.297297008
8/13/2007,0.256728017
8/14/2007,0.314156156
8/15/2007,0.276227768
8/16/2007,0.272143016
8/17/2007,0.236493071
8/18/2007,0.212137585
8/19/2007,0.160289611
8/20/2007,0.111149315
8/21/2007,0.119058683
8/22/2007,0.113142349
8/23/2007,0.104309496
8/24/2007,0.132710892
8/25/2007,0.175589282
8/26/2007,0.174756467
8/27/2007,0.154392925
8/28/2007,0.24786055
8/29/2007,0.279998398
8/30/2007,0.1817319
8/31/2007,0.248997272
9/1/2007,0.171069483
9/2/2007,0.181589698
9/3/2007,0.162071001
9/4/2007,0.222649997
9/5/2007,0.269987025
9/6/2007,0.16759086
9/7/2007,0.230931442
9/8/2007,0.211214199
9/9/2007,0.213357798
9/10/2007,0.24159776
9/11/2007,0.235542202
9/12/2007,0.212377631
9/13/2007,0.290980957
9/14/2007,0.235841023
9/15/2007,0.336880067
9/16/2007,0.269364149
9/17/2007,0.190211636
9/18/2007,0.10898727
9/19/2007,0.081229709
9/20/2007,0.113644245
9/21/2007,0.116123606
9/22/2007,0.115171662
9/23/2007,0.162255428
9/24/2007,0.146529619
9/25/2007,0.166683527
9/26/2007,0.184807075
9/27/2007,0.177523499
9/28/2007,0.203461901
9/29/2007,0.198041351
9/30/2007,0.158621212
10/1/2007,0.105409474
10/2/2007,0.191036311
10/3/2007,0.091047101
10/4/2007,0.113638966
10/5/2007,0.10724959
10/6/2007,0.138166977
10/7/2007,0.247588499
10/8/2007,0.204787791
10/9/2007,0.191737857
10/10/2007,0.139056485
10/11/2007,0.176987731
10/12/2007,0.179741704
10/13/2007,0.246915917
10/14/2007,0.305458348
10/15/2007,0.191921749
10/16/2007,0.12425558
10/17/2007,0.077322114
10/18/2007,0.09568488
10/19/2007,0.072080712
10/20/2007,0.187856599
10/21/2007,0.100927188
10/22/2007,0.161360385
10/23/2007,0.101555739
10/24/2007,0.100643598
10/25/2007,0.157010041
10/26/2007,0.142823043
10/27/2007,0.164422859
10/28/2007,0.093360911
10/29/2007,0.10640588
10/30/2007,0.165225233
10/31/2007,0.131747846
11/1/2007,0.145325241
11/2/2007,0.090397222
11/3/2007,0.214439843
11/4/2007,0.122445285
11/5/2007,0.168826862
11/6/2007,0.154422798
11/7/2007,0.121922426
11/8/2007,0.100979193
11/9/2007,0.045213362
11/10/2007,0.110332501
11/11/2007,0.102960818
11/12/2007,0.146815811
11/13/2007,0.069077732
11/14/2007,0.101020239
11/15/2007,0.091820282
11/16/2007,0.156119463
11/17/2007,0.164214685
11/18/2007,0.067584546
11/19/2007,0.094115501
11/20/2007,0.160099079
11/21/2007,0.191743416
11/22/2007,0.259010222
11/23/2007,0.151947818
11/24/2007,0.157917031
11/25/2007,0.077231676
11/26/2007,0.100590906
11/27/2007,0.11777028
11/28/2007,0.124782659
11/29/2007,0.254538653
11/30/2007,0.128913045
12/1/2007,0.17014723
12/2/2007,0.152010937
12/3/2007,0.191115175
12/4/2007,0.11367303
12/5/2007,0.100145209
12/6/2007,0.142900497
12/7/2007,0.160362546
12/8/2007,0.274451262
12/9/2007,0.248173455
12/10/2007,0.179957452
12/11/2007,0.164528913
12/12/2007,0.144762791
12/13/2007,0.103488462
12/14/2007,0.076046847
12/15/2007,0.106450771
12/16/2007,0.058910811
12/17/2007,0.044214613
12/18/2007,0.066315178
12/19/2007,0.150461306
12/20/2007,0.130658255
12/21/2007,0.179238899
12/22/2007,0.074426914
12/23/2007,0.080581208
12/24/2007,0.108344936
12/25/2007,0.12780498
12/26/2007,0.11773295
12/27/2007,0.162681414
12/28/2007,0.131955938
12/29/2007,0.095353194
12/30/2007,0.091338282
12/31/2007,0.174294734
1/1/2008,0.088777657
1/2/2008,0.079951629
1/3/2008,0.056118912
1/4/2008,0.103092591
1/5/2008,0.095486107
1/6/2008,0.076485494
1/7/2008,0.077066284
1/8/2008,0.075567486
1/9/2008,0.089700962
1/10/2008,0.107863584
1/11/2008,0.131982017
1/12/2008,0.097718399
1/13/2008,0.116731997
1/14/2008,0.128565669
1/15/2008,0.12310705
1/16/2008,0.079743017
1/17/2008,0.14476965
1/18/2008,0.142365999
1/19/2008,0.145881796
1/20/2008,0.155445843
1/21/2008,0.104110634
1/22/2008,0.10819493
1/23/2008,0.096676452
1/24/2008,0.128352232
1/25/2008,0.090825967
1/26/2008,0.111717021
1/27/2008,#NAME?
1/28/2008,0.106630052
1/29/2008,0.078771412
1/30/2008,0.097887993
1/31/2008,0.178747939
2/1/2008,0.118116916
2/2/2008,0.094243974
2/3/2008,0.082888526
2/4/2008,0.179192476
2/5/2008,0.304654372
2/6/2008,0.373721504
2/7/2008,0.43420202
2/8/2008,0.314254283
2/9/2008,0.175140711
2/10/2008,0.167191575
2/11/2008,0.180618399
2/12/2008,0.156208001
2/13/2008,0.226104774
2/14/2008,0.119296302
2/15/2008,0.148770984
2/16/2008,0.157199944
2/17/2008,0.182256816
2/18/2008,0.121414863
2/19/2008,0.122757314
2/20/2008,0.189777059
2/21/2008,0.203176001
2/22/2008,0.108819579
2/23/2008,0.119118857
2/24/2008,0.366537574
2/25/2008,0.296025444
2/26/2008,0.253689356
2/27/2008,0.254782573
2/28/2008,0.272814957
2/29/2008,0.10784698
3/1/2008,0.140887422
3/2/2008,0.171526777
3/3/2008,0.149050602
3/4/2008,0.197346795
3/5/2008,0.182723825
3/6/2008,0.231861296
3/7/2008,0.289995907
3/8/2008,0.303095909
3/9/2008,0.212492085
3/10/2008,0.158111611
3/11/2008,0.177823099
3/12/2008,0.109365171
3/13/2008,0.291936577
3/14/2008,0.267312074
3/15/2008,0.175346037
3/16/2008,0.117835744
3/17/2008,0.204905956
3/18/2008,0.136035113
3/19/2008,0.143461472
3/20/2008,0.118183051
3/21/2008,0.10101299
3/22/2008,0.153660055
3/23/2008,0.190110917
3/24/2008,0.167499294
3/25/2008,0.124146062
3/26/2008,0.156002348
3/27/2008,0.293258462
3/28/2008,0.154558226
3/29/2008,0.357571725
3/30/2008,0.10583988
3/31/2008,0.071553824
4/1/2008,0.08497996
4/2/2008,0.104379043
4/3/2008,0.090025641
4/4/2008,0.058595316
4/5/2008,0.144844969
4/6/2008,0.084685155
4/7/2008,0.100737877
4/8/2008,0.05741676
4/9/2008,0.146967217
4/10/2008,0.146536571
4/11/2008,0.081021761
4/12/2008,0.14828612
4/13/2008,0.104665186
4/14/2008,0.038252318
4/15/2008,0.064277968
4/16/2008,0.076860465
4/17/2008,0.072566255
4/18/2008,0.149111809
4/19/2008,0.122309719
4/20/2008,0.22078241
4/21/2008,0.190567274
4/22/2008,0.128754184
4/23/2008,0.068192656
4/24/2008,0.204971004
4/25/2008,0.198723829
4/26/2008,0.178116598
4/27/2008,0.093052594
4/28/2008,0.101226806
4/29/2008,0.100157677
4/30/2008,0.177053479
5/1/2008,0.120972794
5/2/2008,0.096568037
5/3/2008,0.116005136
5/4/2008,0.136156752
5/5/2008,0.104628336
5/6/2008,0.060108247
5/7/2008,0.056190443
5/8/2008,0.060280421
5/9/2008,0.072556942
5/10/2008,0.095809054
5/11/2008,0.064016825
5/12/2008,0.073199201
5/13/2008,0.118494218
5/14/2008,0.084130468
5/15/2008,0.068814295
5/16/2008,0.129160665
5/17/2008,0.090084316
5/18/2008,0.11615276
5/19/2008,0.097984183
5/20/2008,0.152347039
5/21/2008,0.137076978
5/22/2008,0.192550972
5/23/2008,#NAME?
5/24/2008,0.186967655
5/25/2008,0.155950969
5/26/2008,0.158223244
5/27/2008,0.107517179
5/28/2008,0.120058965
5/29/2008,0.101070715
5/30/2008,0.140137994
5/31/2008,0.082215854
6/1/2008,0.112279768
6/2/2008,0.072690072
6/3/2008,0.082308351
6/4/2008,0.12128187
6/5/2008,0.086302835
6/6/2008,0.103462912
6/7/2008,0.198791347
6/8/2008,0.29857557
6/9/2008,0.478414824
6/10/2008,0.452802719
6/11/2008,0.348414806
6/12/2008,0.283776048
6/13/2008,0.37260846
6/14/2008,0.310450908
6/15/2008,0.432683228
6/16/2008,0.140062235
6/17/2008,0.194763358
6/18/2008,0.157431723
6/19/2008,0.275037891
6/20/2008,0.398416344
6/21/2008,0.417475051
6/22/2008,0.303802995
6/23/2008,0.254215183
6/24/2008,0.291106761
6/25/2008,0.216909813
6/26/2008,0.224876657
6/27/2008,0.165541613
6/28/2008,0.139657707
6/29/2008,0.173782043
6/30/2008,0.201964533
7/1/2008,0.236671959
7/2/2008,0.309627824
7/3/2008,0.34092696
7/4/2008,0.409646549
7/5/2008,0.327744316
7/6/2008,0.256348529
7/7/2008,0.210780048
7/8/2008,0.189116224
7/9/2008,0.140485874
7/10/2008,0.260292917
7/11/2008,0.23619464
7/12/2008,0.309599345
7/13/2008,0.213143528
7/14/2008,0.226567948
7/15/2008,0.314320622
7/16/2008,0.391527328
7/17/2008,#NAME?
7/18/2008,0.495539814
7/19/2008,0.535877366
7/20/2008,0.444857587
7/21/2008,0.318197414
7/22/2008,0.242776524
7/23/2008,0.264140339
7/24/2008,0.337993901
7/25/2008,0.267405281
7/26/2008,0.277817324
7/27/2008,0.25050254
7/28/2008,0.264997733
7/29/2008,0.337181403
7/30/2008,0.340408422
7/31/2008,0.345419385
8/1/2008,0.275807813
8/2/2008,0.270506112
8/3/2008,0.306364304
8/4/2008,0.334637263
8/5/2008,0.28222997
8/6/2008,0.221680954
8/7/2008,0.206880402
8/8/2008,0.19271238
8/9/2008,0.177793229
8/10/2008,0.148091475
8/11/2008,0.175944317
8/12/2008,0.226108674
8/13/2008,0.210235875
8/14/2008,0.269906456
8/15/2008,0.290887826
8/16/2008,0.288378655
8/17/2008,0.267601953
8/18/2008,0.300418236
8/19/2008,0.264513255
8/20/2008,0.362623243
8/21/2008,0.198194123
8/22/2008,0.24385951
8/23/2008,0.169673599
8/24/2008,0.232821451
8/25/2008,0.171494749
8/26/2008,0.200116663
8/27/2008,0.20695163
8/28/2008,0.156649457
8/29/2008,0.190078546
8/30/2008,0.11402161
8/31/2008,0.174591031
9/1/2008,0.150840435
9/2/2008,0.150224573
9/3/2008,0.118296267
9/4/2008,0.090421948
9/5/2008,0.109752657
9/6/2008,0.097572966
9/7/2008,0.16593481
9/8/2008,0.137717674
9/9/2008,0.161897945
9/10/2008,0.15642891
9/11/2008,0.183569396
9/12/2008,0.27141113
9/13/2008,0.276580373
9/14/2008,0.268441309
9/15/2008,0.334063945
9/16/2008,0.386734232
9/17/2008,0.318598141
9/18/2008,0.244945036
9/19/2008,0.147716959
9/20/2008,0.150938979
9/21/2008,0.28471286
9/22/2008,0.143389921
9/23/2008,0.154939962
9/24/2008,0.148061125
9/25/2008,0.226386439
9/26/2008,0.163491556
9/27/2008,0.127594631
9/28/2008,0.130712505
9/29/2008,0.10120526
9/30/2008,0.198360136
10/1/2008,0.122587154
10/2/2008,0.189295852
10/3/2008,0.109303312
10/4/2008,0.26933729
10/5/2008,0.181904301
10/6/2008,0.135118942
10/7/2008,0.130145568
10/8/2008,0.138370252
10/9/2008,0.158047806
10/10/2008,0.098393527
10/11/2008,0.096620491
10/12/2008,0.095271841
10/13/2008,0.156833912
